name,link,price,kraj,region,apelacja,winnica,rodzaj wina,smak,styl,grona,pojemność,temperatura podawania,wysyłka w ciągu,rocznik,rocznik2,zawartość alkoholu,producent,medale,medale2,grona2,grona3,grona4,czy winnica bio,bio,grona5,grona6,grona7,bio2,wino wegańskie,oceny prasy,wine spectator,rodzaj wina2,zawartość alkoholu2,falstaff,bio3,grona8,guia penin,james suckling,medale3,alkohol zawartość,objętość,rocznik3,temperatura podawania2,wino koszerne,region2,ilość win,grona9,grona10,grona11,grona12,grona13
Quinta da Alorna Fernão Pires Tejo DOC 2021,https://www.wina.pl/wina-biale-wytrawne/3821-quinta-da-alorna-fernao-pires-tejo-doc.html,"53,00 zł",Portugalia,,Tejo DOC,,białe,wytrawne,średnie,Fernao Pires,750 ml,10 st.C,3 dni ( dni robocze ),2021,,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinta da Alorna LUTRA Branco Tejo VR 2020,https://www.wina.pl/wina-biale-wytrawne/3817-quinta-da-alorna-lutra-branco-tejo-vr.html,"42,00 zł",Portugalia,,Vinho Regional Tejo,,białe,wytrawne,średnie,,750 ml,16 st.C,3 dni ( dni robocze ),2020,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinta da Alorna LUTRA Tinto Tejo VR 2020,https://www.wina.pl/wina-czerwone-wytrawne/3816-quinta-da-alorna-lutra-tinto-tejo-vr.html,"39,00 zł",Portugalia,,Vinho Regional Tejo,,czerwone,wytrawne,średnie,,750 ml,16 st.C,3 dni ( dni robocze ),2020,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinta da Alorna Touriga Nacional · Cabernet Sauvignon Reserva Tejo DOC 2018,https://www.wina.pl/wina-czerwone-wytrawne/3820-quinta-da-alorna-touriga-nacional-cabernet-sauvignon-reserva-tejo-doc.html,"93,00 zł",Portugalia,,Tejo DOC,,czerwone,wytrawne,pełne,Arinto,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,13.5%,,,,Touriga Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinta da Alorna Verdelho Tejo DOC 2021,https://www.wina.pl/wina-biale-wytrawne/3822-quinta-da-alorna-verdelho-tejo-doc.html,"54,00 zł",Portugalia,,Tejo DOC,,białe,wytrawne,średnie,Verdelho,750 ml,10 st.C,3 dni ( dni robocze ),2021,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinta Das Cerejeiras Grande Reserva Tinto Sanguinhal 2017,https://www.wina.pl/wina-czerwone-wytrawne/1825-quinta-das-cerejeiras-grande-reserva-tinto-sanguinhal.html,"149,00 zł",Portugalia,,Obidos AOC,Sanguinhal,,wytrawne,pełne,Touriga Nacional,750 ml,18 st.C,,2017,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinta de S. Francisco Sanguinhal 2019,https://www.wina.pl/wina-czerwone-wytrawne/1017-quinta-de-s-francisco-sanguinhal.html,"65,00 zł",Portugalia,Estremadura,Obidos AOC,Sanguinhal,czerwone,wytrawne,pełne,Aragonez,750 ml,18 st.C,24 h ( w dni robocze ),2019,,13.5%,,AWC Vienna Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinta de S. Francisco Sanguinhal Branco 2022,https://www.wina.pl/wina-biale-wytrawne/2955-quinta-de-s-francisco-sanguinhal-branco.html,"65,00 zł",Portugalia,Estremadura,Obidos AOC,Sanguinhal,białe,wytrawne,średnie,Fernao Pires,750 ml,10-12 st.C,24 h ( w dni robocze ),2022,,13%,,,,Arinto,Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabl Gelber Muskateller Langenlois 2020,https://www.wina.pl/wina-biale-wytrawne/2442-rabl-gelber-muskateller-langenlois.html,"86,00 zł",Austria,,,Rudolf Rabl,białe,wytrawne,,Muscat,750 ml,,3 dni ( dni robocze ),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radikon Merlot,https://www.wina.pl/naturalne/3067-radikon-merlot.html,"589,00 zł",Włochy,Friuli,Venezia Gulia IGT,Radikon,czerwone,wytrawne,średnie,Merlot,1000 ml,16 st.C,3 dni ( dni robocze ),,,15%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,naturalne,,,,,,,weganskie,,,,,,,,,,,,,,,,
Radikon Pignoli Rosso delle Venezie IGT 2010,https://www.wina.pl/naturalne/3070-radikon-pignoli-rosso-delle-venezie-igt.html,"519,00 zł",Włochy,Friuli,Venezia Gulia IGT,Radikon,czerwone,wytrawne,średnie,Pignolo,1000 ml,15 st.C,3 dni ( dni robocze ),2010,,,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,naturalne,,,,,,,weganskie,,,,,,,,,,,,,,,,
Radikon RS Rosso delle Venezie IGT 2021,https://www.wina.pl/naturalne/3071-radikon-rs-rosso-delle-venezie-igt.html,"249,00 zł",Włochy,Friuli,Venezia Gulia IGT,Radikon,czerwone,wytrawne,lekkie,Pignolo,750 ml,15 st.C,3 dni ( dni robocze ),2021,,,,,,Merlot,,,tak – uprawa ograniczna/naturalna,organiczne,,,,naturalne,,,,,,,weganskie,,,,,,,,,,,,,,,,
Radość - Winnica na Dziole 2022,https://www.wina.pl/biale/2773-radosc-winnica-na-dziole.html,"72,00 zł",POLSKA,Małopolska,,Winnica Na Dziole,białe,wytrawne,średnie,Johanniter,750 ml,10-12 st.C,24 h ( w dni robocze ),2022,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafa Bernabé Musikanto Rosato Alicante DO 2016,https://www.wina.pl/naturalne/3472-rafa-bernabe-musikanto-rosato-alicante-do.html,"114,00 zł",Hiszpania,Walencja,Alicante DO,,różowe,wytrawne,średnie,Garnacha Peluda,750 ml,16 st.C,3 dni ( dni robocze ),2016,,14.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,Robert Parker 91,,,,,,,,,,,,,,,,,,,,,
Rafael Palacios Louro do Bolo Valdeorras DO 2021,https://www.wina.pl/organiczne/3995-rafael-palacios-louro-do-bolo-valdeorras-do.html,"129,00 zł",Hiszpania,Galicja,Valdeorras DO,,białe,wytrawne,średnie,Godello,750 ml,8-10 st.C,3 dni ( dni robocze ),2021,,13.5%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,93 pkt,,,,,,,,,,,,,,
Raimat Brut Nature Chardonnay / Xarello,https://www.wina.pl/wina/2246-raimat-brut-nature-chardonnay-xarello.html,"64,00 zł",Hiszpania,Katalonia,Cava DO,Codorníu Group,,wytrawne,,,750 ml,,3 dni ( dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raisin Winnica Płochockich 2021,https://www.wina.pl/biale/1919-raisin-winnica-plochockich.html,"129,00 zł",POLSKA,Sandomierskie,,Winnica Płochockich,białe,słodkie,pełne,Hibernal,500 ml,10 st.C,24 h ( w dni robocze ),2021,,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramos Pinto Duas Quintas Douro DOC 2015,https://www.wina.pl/wina-czerwone-wytrawne/3580-ramos-pinto-duas-quintas-douro-doc.html,"99,00 zł",Portugalia,Douro,Douro DOC,,czerwone,wytrawne,pełne,Tinta Roriz,750 ml,16-18 st.C,3 dni ( dni robocze ),2015,,13.5%,,Mundus Vini Gold,,Touriga Nacional,Touriga Francesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratzelhaft Weiss Mosel Riesling Fio Weine 2020,https://www.wina.pl/naturalne/3094-ratzelhaft-weiss-mosel-riesling-fio-weine.html,"92,00 zł",Niemcy,Mozela-Saara-Ruwer,Mosel QbA,Fio Weine,białe,wytrawne,średnie,Riesling,750 ml,11 st.C,3 dni ( dni robocze ),2020,,12%,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raventós i Blanc De La Finca Conca del Riu Anoia 2017,https://www.wina.pl/naturalne/4035-raventos-i-blanc-de-la-finca-conca-del-riu-anoia.html,"165,00 zł",Hiszpania,Katalonia,,,musujące,wytrawne,pełne,Xarel.lo,750 ml,8 st.C,3 dni ( dni robocze ),2017,,12.5%,,,,Parellada,Macabeo,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,91 pkt,,,,,,,,,,,,,,,,,,,,
Raventós i Blanc de Nit Conca del Riu Anoia 2020,https://www.wina.pl/naturalne/4036-raventos-i-blanc-de-nit-conca-del-riu-anoia.html,"126,00 zł",Hiszpania,Katalonia,,,musujące,wytrawne,średnie,Macabeo,750 ml,8 st.C,3 dni ( dni robocze ),2020,,12.5%,,,,Monastrell,Xarel.lo,Parellada,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,różowe,,falstaff 95,,,91 pkt,,,,,,,,,,,,,,
Real Tesoro Pedro Ximenez,https://www.wina.pl/biale/1951-real-tesoro-pedro-ximenez.html,"75,00 zł",Hiszpania,Jerez,Jerez-Xeres-Sherry,Marqués Del Real Tesoro,sherry,słodkie,średnie,Pedro Ximenes,750 ml,12-14 st.C,24 h ( w dni robocze ),,,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recanati French Blend Górna Galilea 2021,https://www.wina.pl/wina-biale-polwytrawne/3855-recanati-french-blend-gorna-galilea.html,"109,00 zł",Izrael,Galilea,,Recanati,białe,półwytrawne,średnie,Muscat,750 ml,10 st.C,3 dni ( dni robocze ),2021,,11%,,,,Sauvignon Blanc,Colombard,,,weganskie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recanati Marawi Judean Hills 2020,https://www.wina.pl/wina-biale-wytrawne/3856-recanati-marawi-judean-hills.html,"195,00 zł",Izrael,Galilea,,Recanati,białe,wytrawne,średnie,Marawi,750 ml,10 st.C,3 dni ( dni robocze ),2020,,11%,,,,,,,,weganskie,,,,,,Robert Parker 90,,,,,,,,,,,,,,,,,,,,,
Redoma Branco Niepoort 2017,https://www.wina.pl/wina-biale-wytrawne/2540-redoma-branco-niepoort.html,"135,00 zł",Portugalia,Douro,Douro DOC,Niepoort,białe,wytrawne,pełne,Viosinho,750 ml,11 st.C,3 dni ( dni robocze ),2017,,13%,,,,Codega,Ribagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redoma Tinto Niepoort 2017,https://www.wina.pl/wina-czerwone-wytrawne/2541-redoma-tinto-niepoort.html,"219,00 zł",Portugalia,Douro,Douro DOC,Niepoort,czerwone,wytrawne,pełne,Tinta Amarela,750 ml,18 st.C,24 h ( w dni robocze ),2017,,12.5%,,,,,,,,weganskie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rege Winnica Płochockich 2019,https://www.wina.pl/wina-czerwone-wytrawne/1792-rege-winnica-plochockich.html,"109,00 zł",POLSKA,Sandomierskie,- brak apelacji,Winnica Płochockich,czerwone,wytrawne,średnie,Marechal Foch,750 ml,16-18 st.C,24 h ( w dni robocze ),2019,,13%,,,,Regent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remelluri Lindes de Remelluri Viñedos de Labastida Rioja DO 2019,https://www.wina.pl/organiczne/3972-remelluri-lindes-de-remelluri-vinedos-de-labastida-rioja-do.html,"119,00 zł",Hiszpania,Rioja,Rioja DOC,,czerwone,wytrawne,pełne,Garnacha,750 ml,16 st.C,3 dni ( dni robocze ),2019,,14%,,,,Graciano,Tempranillo,Viura,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,93 pkt,,,,,,,,,,,,,,
Remelluri Lindes de Remelluri Viñedos de San Vicente de la Sonsierra Rioja DOC 2019,https://www.wina.pl/organiczne/3971-remelluri-lindes-de-remelluri-vinedos-de-san-vicente-de-la-sonsierra-rioja-doc.html,"119,00 zł",Hiszpania,Rioja,Rioja DOC,,czerwone,wytrawne,średnie,Garnacha,750 ml,16 st.C,3 dni ( dni robocze ),2019,,14%,,,,Tempranillo,Graciano,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,93 pkt,,,,,,,,,,,,,,
Remelluri Reserva Rioja DOC 2015,https://www.wina.pl/organiczne/3973-remelluri-reserva-rioja-doc.html,"199,00 zł",Hiszpania,Rioja,Rioja DOC,,czerwone,wytrawne,pełne,Garnacha,750 ml,16-18 st.C,3 dni ( dni robocze ),2015,,14%,,,,Tempranillo,Graciano,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,94 pkt,,,,,,,,,,,,,,
Reseca Etna Rosso DOC Gulfi 2015,https://www.wina.pl/wina-czerwone-wytrawne/2758-reseca-etna-rosso-doc-gulfi.html,"215,00 zł",Włochy,Sycylia,Etna Rosso DOC,Gulfi,czerwone,wytrawne,średnie,Nerello Mascalese,750 ml,18 st.C,24 h ( w dni robocze ),2015,,13.5%,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reveille Pointe Rouge Cotes Du Roussillon AOP 2019,https://www.wina.pl/wina-czerwone-wytrawne/3077-reveille-pointe-rouge-cotes-du-roussillon-aop.html,"139,00 zł",Francja,Roussillon,Cotes du Roussillon AOC,Vignoble Réveille,czerwone,wytrawne,średnie,Grenache,750 ml,,3 dni ( dni robocze ),2019,,14.5%,,,,Carignan,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reveille Ultra Violet Cotes Du Roussillon AOP 2020,https://www.wina.pl/wina-czerwone-wytrawne/3076-reveille-ultra-violet-cotes-du-roussillon-aop.html,"147,00 zł",Francja,Roussillon,Cotes du Roussillon AOC,Vignoble Réveille,czerwone,wytrawne,średnie,Syrah,750 ml,,3 dni ( dni robocze ),2020,,14%,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ribolla Gialla Dario Princic 2018 2017,https://www.wina.pl/naturalne/2544-ribolla-gialla-dario-princic.html,"239,00 zł",Włochy,Friuli,Venezia Gulia IGT,Princic Dario,białe,wytrawne,średnie,Ribolla Gialla,750 ml,15 st.C,3 dni ( dni robocze ),2018,2017.0,13%,,,,,,,tak – uprawa ograniczna/naturalna,weganskie,,,,naturalne,,,,,,,,,,,,,,,,,,,,,,,
Ricasoli Albia Bianco Toscana IGT 2021,https://www.wina.pl/wina-biale-wytrawne/3827-ricasoli-albia-bianco-toscana-igt.html,"69,00 zł",Włochy,Toskania,Toscana IGT,,białe,wytrawne,średnie,Chardonnay,750 ml,10-12 st.C,3 dni ( dni robocze ),2021,,14%,,,,Sauvignon Blanc,Malvasia Bianca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricasoli Albia Rosé Toscana IGT 2021,https://www.wina.pl/rozowe/3828-ricasoli-albia-rose-toscana-igt.html,"69,00 zł",Włochy,Toskania,Toscana IGT,,różowe,wytrawne,średnie,Merlot,750 ml,10-12 st.C,3 dni ( dni robocze ),2021,,13%,,,,Sangiovese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricasoli Antico Feudo della Trappola Toscana IGT 2020,https://www.wina.pl/wina-czerwone-wytrawne/3825-ricasoli-antico-feudo-della-trappola-toscana-igt.html,"74,00 zł",Włochy,Toskania,Toscana IGT,,czerwone,wytrawne,średnie,Cabernet Sauvignon,750 ml,16-18 st.C,3 dni ( dni robocze ),2020,,14%,,,,Sangiovese,Merlot,,,,,,,,,,,,,,,,,92 pkt,,,,,,,,,,,,,
Ricasoli Brolio Chianti Classico DOCG 2020,https://www.wina.pl/wina-czerwone-wytrawne/3823-ricasoli-brolio-chianti-classico-docg.html,"106,00 zł",Włochy,Toskania,Chianti Classico DOCG,,czerwone,wytrawne,średnie,Colorino,750 ml,16-18 st.C,3 dni ( dni robocze ),2020,,14%,,,,Sangiovese,,,,,,,,,,,,,,,,,,92 pkt,,,,,,,,,,,,,
Ricasoli Brolio Riserva Chianti Classico DOCG 2019,https://www.wina.pl/wina-czerwone-wytrawne/3824-ricasoli-brolio-riserva-chianti-classico-docg.html,"179,00 zł",Włochy,Toskania,Chianti Classico DOCG,,czerwone,wytrawne,pełne,Sangiovese,750 ml,16-18 st.C,3 dni ( dni robocze ),2019,,14.5%,,Decanter Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricasoli Rocca Guicciarda Riserva Chianti Classico DOCG 2019,https://www.wina.pl/wina-czerwone-wytrawne/3829-ricasoli-rocca-guicciarda-riserva-chianti-classico-docg.html,"129,00 zł",Włochy,Toskania,Chianti Classico DOCG,,czerwone,wytrawne,pełne,Merlot,750 ml,16-18 st.C,3 dni ( dni robocze ),2019,,13.5%,,,,Sangiovese,,,,,,,,,,,,,,,,,,92 pkt,,,,,,,,,,,,,
Ricasoli Torricella Bianco Toscana IGT 2019,https://www.wina.pl/wina-biale-wytrawne/3826-ricasoli-torricella-bianco-toscana-igt.html,"129,00 zł",Włochy,Toskania,Toscana IGT,,białe,wytrawne,średnie,Chardonnay,750 ml,10-12 st.C,3 dni ( dni robocze ),2019,,14%,,,,,,,,,,,,,,,,,,falstaff 90,,,,91 pkt,,,,,,,,,,,,,
Riesling Gostart Winnica Gostchorze 2021,https://www.wina.pl/wina/2581-riesling-gostart-winnica-gostchorze.html,"119,00 zł",POLSKA,Dolny Śląsk,,Winnica Gostchorze,musujące,wytrawne,średnie,Riesling,750 ml,8-10 st.C,,2021,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesling Kamptal Gobelsburg 2021,https://www.wina.pl/wina-biale-wytrawne/2754-riesling-kamptal-gobelsburg.html,"111,00 zł",Austria,Kamptal,Kamptal DAC,Schloss Gobelsburg,białe,wytrawne,średnie,Riesling,750 ml,,24 h ( w dni robocze ),2021,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesling Ried Gaisberg Erste Lage Schloss Gobelsburg 2020,https://www.wina.pl/wina-biale-wytrawne/128-riesling-ried-gaisberg-erste-lage-schloss-gobelsburg.html,"185,00 zł",Austria,Kamptal,Kamptal DAC,Schloss Gobelsburg,białe,wytrawne,średnie,Riesling,750 ml,10 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesling Steinterrassen Weingut Stadt Krems Kremstal DAC 2018,https://www.wina.pl/wina-biale-wytrawne/2991-riesling-steinterrassen-weingut-stadt-krems-kremstal-dac.html,"129,00 zł",Austria,Kremstal,Kremstal DAC,Weingut Stadt Krems,białe,wytrawne,,Riesling,750 ml,,3 dni ( dni robocze ),2018,,,,,,,,,,,,,,,,,,,,falstaff 90,,,,,,,,,,,,,,,,,
Riesling Szumiący Winnica Wieliczka 2021,https://www.wina.pl/wina-musujace/2939-riesling-szumiacy-winnica-wieliczka.html,"149,00 zł",POLSKA,Małopolska,,,białe,wytrawne,,Riesling,750 ml,12 st.C,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesling Winnica Gródek 2022,https://www.wina.pl/biale/3113-riesling-winnica-grodek.html,"109,00 zł",POLSKA,Małopolska,,Winnica Gródek,białe,półwytrawne,,Riesling,750 ml,10-12 st.C,24 h ( w dni robocze ),2022,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesling Winnica Turnau 2021,https://www.wina.pl/wina-biale-wytrawne/2531-riesling-winnica-turnau.html,"135,00 zł",POLSKA,,,Winnica Turnau,białe,wytrawne,średnie,Riesling,750 ml,12 st.C,24 h ( w dni robocze ),2021,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riesling Zeltinger Sonnenuhr Spätlese Selbach 2019,https://www.wina.pl/biale/1276-riesling-zeltinger-sonnenuhr-spatlese-selbach.html,"135,00 zł",Niemcy,Mozela-Saara-Ruwer,Mosel QmP,Selbach Oster,białe,słodkie,średnie,Riesling,750 ml,10 st.C,24 h ( w dni robocze ),2019,,9.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rioja Blanco El Coto 2022,https://www.wina.pl/wina-biale-wytrawne/1409-rioja-blanco-el-coto.html,"54,00 zł",Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,białe,wytrawne,średnie,Viura,750 ml,11 st.C,24 h ( w dni robocze ),2022,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rioja Coto Mayor Crianza 2018,https://www.wina.pl/wina-czerwone-wytrawne/2920-rioja-coto-mayor-crianza.html,"79,00 zł",Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,czerwone,wytrawne,średnie,,750 ml,16 st.C,24 h ( w dni robocze ),2018,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rioja El Coto Crianza 2019,https://www.wina.pl/wina-czerwone-wytrawne/1410-rioja-el-coto-crianza.html,"83,00 zł",Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,czerwone,wytrawne,średnie,,750 ml,16 st.C,24 h ( w dni robocze ),2019,,13.5%,,Mundus Vini Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rioja Gran Reserva Coto de Imaz 2015,https://www.wina.pl/wina-czerwone-wytrawne/1411-rioja-gran-reserva-coto-de-imaz.html,"189,00 zł",Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,czerwone,wytrawne,średnie,Graciano,750 ml,18 st.C,24 h ( w dni robocze ),2015,,13.5%,,,,Tempranillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rioja Reserva El Coto de Imaz 2018,https://www.wina.pl/wina-czerwone-wytrawne/1407-rioja-reserva-el-coto-de-imaz.html,"119,00 zł",Hiszpania,Rioja,Rioja DOC,El Coto de Rioja,czerwone,wytrawne,średnie,Tempranillo,750 ml,18 st.C,24 h ( w dni robocze ),2018,,14%,,Mundus Vini Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritme Negre Priorat DOQ 2019,https://www.wina.pl/organiczne/3281-ritme-negre-priorat-doq.html,"125,00 zł",Hiszpania,Katalonia,Priorat DOQ,,czerwone,wytrawne,pełne,Garnacha,750 ml,16-18 st.C,3 dni ( dni robocze ),2019,,15%,,,,Carignano/Carignan,,,tak – uprawa ograniczna/naturalna,,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Ritme Plaer Priorat DOQ 2020,https://www.wina.pl/organiczne/3282-ritme-plaer-priorat-doq.html,"208,00 zł",Hiszpania,Katalonia,Priorat DOQ,,czerwone,wytrawne,pełne,Garnacha,750 ml,16-18 st.C,3 dni ( dni robocze ),2020,,15%,,,,Carignano/Carignan,,,tak – uprawa ograniczna/naturalna,,,,,,tak,Robert Parker 90,,,,,,,,,,,,,,,,,,,,,
Rodney Strong Cabernet Sauvignon Alexander Valley AVA 2018,https://www.wina.pl/wina-czerwone-wytrawne/3617-rodney-strong-cabernet-sauvignon-alexander-valley-ava.html,"179,00 zł",USA,Kalifornia,Alexander Valley AVA,,czerwone,wytrawne,pełne,Malbec,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,14.5%,,,,Syrah,Cabernet Sauvignon,Merlot,,,,,,,,,,,,,,,,93 pkt,,,,,,,,,,,,,
Rodney Strong Cabernet Sauvignon Sonoma County AVA 2016,https://www.wina.pl/wina-czerwone-wytrawne/3618-rodney-strong-cabernet-sauvignon-sonoma-county-ava.html,"129,00 zł",USA,Kalifornia,Sonoma County AVA,,czerwone,wytrawne,pełne,Cabernet Sauvignon,750 ml,16-18 st.C,3 dni ( dni robocze ),2016,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Strong Chardonnay Chalk Hill AVA 2018,https://www.wina.pl/wina-biale-wytrawne/3619-rodney-strong-chardonnay-chalk-hill-ava.html,"135,00 zł",USA,Kalifornia,Chalk Hill AVA,,białe,wytrawne,pełne,Chardonnay,750 ml,12 st.C,3 dni ( dni robocze ),2018,,13.5%,,,,,,,,,,,,,,,,,,,,,,93 pkt,,,,,,,,,,,,,
Rodney Strong Chardonnay Sonoma Valley AVA 2019,https://www.wina.pl/wina-biale-wytrawne/3620-rodney-strong-chardonnay-sonoma-valley-ava.html,"115,00 zł",USA,Kalifornia,Sonoma Valley AVA,,białe,wytrawne,średnie,Chardonnay,750 ml,12 st.C,3 dni ( dni robocze ),2019,,13.5%,,,,,,,,,,,,,,,90 pkt,,,,,,,,,,,,,,,,,,,,
Rodney Strong Merlot Northern Sonoma AVA 2017,https://www.wina.pl/wina-czerwone-wytrawne/3623-rodney-strong-merlot-northern-sonoma-ava.html,"125,00 zł",USA,Kalifornia,Sonoma County AVA,,czerwone,wytrawne,pełne,Merlot,750 ml,16-18 st.C,3 dni ( dni robocze ),2017,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Strong Old Vines Zinfandel Northern Sonoma AVA 2018,https://www.wina.pl/wina-czerwone-wytrawne/3621-rodney-strong-old-vines-zinfandel-northern-sonoma-ava.html,"149,00 zł",USA,Kalifornia,Northern Sonoma AVA,,czerwone,wytrawne,pełne,Zinfandel,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Strong Pinot Noir Russian River AVA 2018,https://www.wina.pl/wina-czerwone-wytrawne/3622-rodney-strong-pinot-noir-russian-river-ava.html,"159,00 zł",USA,Kalifornia,Russian River Valley AVA,,czerwone,wytrawne,średnie,Pinot Noir,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Strong Reserve Cabernet Sauvignon Alexander Valley AVA 2016,https://www.wina.pl/wina-czerwone-wytrawne/3625-rodney-strong-reserve-cabernet-sauvignon-alexander-valley-ava.html,"359,00 zł",USA,Kalifornia,Alexander Valley AVA,,czerwone,wytrawne,pełne,Cabernet Sauvignon,750 ml,16-18 st.C,3 dni ( dni robocze ),2016,,15%,,Decanter Silver,,,,,,,,,,,,,,,,,,,,91 pkt,,,,,,,,,,,,,
Rodney Strong Sauvignon Blanc Charlottes Sonoma County AVA 2019,https://www.wina.pl/wina-biale-wytrawne/3624-rodney-strong-sauvignon-blanc-charlottes-sonoma-county-ava.html,"115,00 zł",USA,Kalifornia,Sonoma County AVA,,białe,wytrawne,średnie,Sauvignon Blanc,750 ml,12 st.C,3 dni ( dni robocze ),2019,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Strong Symmetry Alexander Valley AVA 2016,https://www.wina.pl/wina-czerwone-wytrawne/3626-rodney-strong-symmetry-alexander-valley-ava.html,"419,00 zł",USA,Kalifornia,Alexander Valley AVA,,czerwone,wytrawne,pełne,Malbec,750 ml,16-18 st.C,3 dni ( dni robocze ),2016,,15%,,,,Cabernet Franc,Cabernet Sauvignon,Merlot,,,Petit Verdot,,,,,,,,,,,,,91 pkt,,,,,,,,,,,,,
Rondo Rose Winnica Gródek 2022,https://www.wina.pl/wina-polwytrawne/3115-rondo-rose-winnica-grodek.html,"94,00 zł",POLSKA,Małopolska,,Winnica Gródek,różowe,półwytrawne,,Rondo,750 ml,10-12 st.C,24 h ( w dni robocze ),2022,,11.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rondo Winnica Gródek 2018,https://www.wina.pl/wina-czerwone-wytrawne/1797-rondo-winnica-grodek.html,"79,00 zł",POLSKA,Małopolska,,Winnica Gródek,czerwone,wytrawne,,Rondo,750 ml,10-12 st.C,24 h ( w dni robocze ),2018,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
