name,link,price,kraj,region,apelacja,winnica,rodzaj wina,smak,styl,grona,pojemność,temperatura podawania,wysyłka w ciągu,rocznik,rocznik2,zawartość alkoholu,producent,medale,medale2,grona2,grona3,grona4,czy winnica bio,bio,grona5,grona6,grona7,bio2,wino wegańskie,oceny prasy,wine spectator,rodzaj wina2,zawartość alkoholu2,falstaff,bio3,grona8,guia penin,james suckling,medale3,alkohol zawartość,objętość,rocznik3,temperatura podawania2,wino koszerne,region2,ilość win,grona9,grona10,grona11,grona12,grona13
Cabernet Sauvignon Recanati 2020,https://www.wina.pl/wina-czerwone-wytrawne/1702-cabernet-sauvignon-recanati.html,"95,00 zł",Izrael,Galilea,,Recanati,czerwone,wytrawne,średnie,Cabernet Sauvignon,750 ml,16-18 st.C,24 h ( w dni robocze ),2020,,13%,,,,,,,,weganskie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabernet Sauvignon Woodbridge Robert Mondavi,https://www.wina.pl/wina-czerwone-wytrawne/2923-cabernet-sauvignon-woodbridge-robert-mondavi.html,"89,00 zł",USA,Kalifornia,,Robert Mondavi Winery,czerwone,wytrawne,średnie,Cabernet Sauvignon,750 ml,18 st.C,24 h ( w dni robocze ),,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caçada Real Tinto Alentejo 2019,https://www.wina.pl/wina-czerwone-wytrawne/2127-cacada-real-tinto-alentejo.html,"43,00 zł",Portugalia,Alentejo,,Casa Santos Lima,czerwone,wytrawne,,"Touriga Nacional, Syrah, Alicante Bouschet, Petit Verdot",750 ml,,24 h ( w dni robocze ),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caçada Real Branco Alentejo 2021,https://www.wina.pl/wina-biale-wytrawne/2128-cacada-real-branco-alentejo.html,"39,00 zł",Portugalia,Alentejo,,Casa Santos Lima,białe,wytrawne,,,750 ml,10-12 st.C,24 h ( w dni robocze ),2021,,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calabria Family Wines Three Bridges Chardonnay Tumbarumba 2022,https://www.wina.pl/wina-biale-wytrawne/4108-calabria-family-wines-three-bridges-chardonnay-tumbarumba.html,"105,00 zł",Australia,Nowa Południowa Walia,Tumbarumba,,białe,wytrawne,pełne,Chardonnay,,10-12 st.C,,2022,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camillo Donati II Mio Sauvignon Emilia IGT 2019,https://www.wina.pl/naturalne/3401-camillo-donati-ii-mio-sauvignon-emilia-igt.html,"139,00 zł",Włochy,Emiglia Romana,Emilia IGT,,musujące,wytrawne,średnie,Sauvignon Blanc,750 ml,12-14 st.C,24 h ( w dni robocze ),2019,,,,,,,,,,organiczne,,,,naturalne,,,,,,,,,,,,,,,,,,,,,,,
Camillo Donati II Mio Trebbiano Emilia IGT 2019,https://www.wina.pl/naturalne/3402-camillo-donati-ii-mio-trebbiano-emilia-igt.html,"119,00 zł",Włochy,Emiglia Romana,Emilia IGT,,musujące,wytrawne,średnie,Trebbiano,750 ml,12-14 st.C,24 h ( w dni robocze ),2019,,,,,,,,,,organiczne,,,,naturalne,,,,,,,,,,,,,,,,,,,,,,,
Camillo Donati Il Mio Malvasia Emilia IGT 2020,https://www.wina.pl/naturalne/2672-camillo-donati-il-mio-malvasia-emilia-igt.html,"115,00 zł",Włochy,Emiglia Romana,,Camillo Donati,musujące,wytrawne,lekkie,Malvasia di Candia Aromatica,750 ml,10 st.C,24 h ( w dni robocze ),2020,,,,,,,,,,naturalne,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,
Camillo Donati Rosso della Bandita Emilia IGT 2020,https://www.wina.pl/naturalne/3400-camillo-donati-rosso-della-bandita-emilia-igt.html,"133,00 zł",Włochy,Emiglia Romana,Emilia IGT,,musujące,wytrawne,średnie,Malvasia di Candia Aromatica,750 ml,15 st.C,24 h ( w dni robocze ),2020,,,,,,Lambrusco Grasparossa,Barbera,Trebbiano,,organiczne,,,,naturalne,,,,,,,,,,,,,,,,,,,,,,,
Campirosa Illuminati 2020,https://www.wina.pl/rozowe/345-campirosa-illuminati.html,"47,00 zł",Włochy,Abruzja,Montepulciano d Abruzzo Cerasuolo DOC,Illuminati,różowe,wytrawne,średnie,Montepulciano,750 ml,12 st.C,24 h ( w dni robocze ),2020,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Can Sumoi Ancestral Montònega, DO Penedès 2022",https://www.wina.pl/naturalne/4021-can-sumoi-ancestral-montonega-do-penedes.html,"99,00 zł",Hiszpania,Katalonia,Penedes DO,,musujące,wytrawne,średnie,Montònega,750 ml,8 st.C,3 dni ( dni robocze ),2022,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Can Sumoi Garnatxa Blanca, DO Penedès 2022",https://www.wina.pl/naturalne/4017-can-sumoi-garnatxa-blanca-do-penedes.html,"95,00 zł",Hiszpania,Katalonia,Penedes DO,,białe,wytrawne,lekkie,Garnacha Blanca,750 ml,9 st.C,3 dni ( dni robocze ),2022,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Can Sumoi Garnatxa Sumoll, DO Penedès 2021",https://www.wina.pl/naturalne/4018-can-sumoi-garnatxa-sumoll-do-penedes.html,"95,00 zł",Hiszpania,Katalonia,Penedes DO,,czerwone,wytrawne,średnie,Sumoll,750 ml,16 st.C,3 dni ( dni robocze ),2021,,13%,,,,Garnacha,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
"Can Sumoi La Rosa, DO Penedès 2021",https://www.wina.pl/naturalne/4020-can-sumoi-la-rosa-do-penedes.html,"89,00 zł",Hiszpania,Katalonia,Penedes DO,,różowe,wytrawne,średnie,Parellada,750 ml,10 st.C,3 dni ( dni robocze ),2021,,12%,,,,Xarel.lo,Sumoll,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Cantele Amativo Rosso Salento IGT 2019,https://www.wina.pl/wina-czerwone-wytrawne/3929-cantele-amativo-rosso-salento-igt.html,"159,00 zł",Włochy,Apulia,Salento IGT,,czerwone,wytrawne,pełne,Negroamaro,750 ml,16-18 st.C,24 h ( w dni robocze ),2019,,14%,,,,Primitivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantele Chardonnay Salento IGT 2021,https://www.wina.pl/wina-biale-wytrawne/3930-cantele-chardonnay-salento-igt.html,"69,00 zł",Włochy,Apulia,Salento IGT,,białe,wytrawne,średnie,Chardonnay,750 ml,10 st.C,24 h ( w dni robocze ),2021,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantele Chardonnay Teresa Manara Salento IGT 2021,https://www.wina.pl/wina-biale-wytrawne/3931-cantele-chardonnay-teresa-manara-salento-igt.html,"169,00 zł",Włochy,Apulia,Salento IGT,,białe,wytrawne,pełne,Chardonnay,750 ml,10 st.C,24 h ( w dni robocze ),2021,,14.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantele Reserva Salice Salentino DOC 2018,https://www.wina.pl/wina-czerwone-wytrawne/3926-cantele-reserva-salice-salentino-doc.html,"85,00 zł",Włochy,Apulia,Salice Salentino DOC,,czerwone,wytrawne,średnie,Negroamaro,750 ml,15 st.C,24 h ( w dni robocze ),2018,,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine Cellaro Due Lune Sicilia IGT 2020,https://www.wina.pl/czerwone/3266-cantine-cellaro-due-lune-sicilia-igt.html,"155,00 zł",Włochy,Sycylia,Sicilia IGT,,czerwone,wytrawne,pełne,Nerello Mascalese,750 ml,16 st.C,3 dni ( dni robocze ),2020,,14%,,,,Nero d'Avola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine Cellaro Lumà Grillo Terre Siciliane IGT 2022,https://www.wina.pl/biale/3263-cantine-cellaro-luma-grillo-terre-siciliane-igt.html,"53,00 zł",Włochy,Sycylia,Terre Siciliane IGT,,białe,wytrawne,lekkie,Grillo,750 ml,10-12 st.C,3 dni ( dni robocze ),2022,,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine Cellaro Lumà Nero d'Avola Sicilia IGT 2021,https://www.wina.pl/czerwone/3264-cantine-cellaro-luma-nero-d-avola-sicilia-igt.html,"77,00 zł",Włochy,Sycylia,Sicilia IGT,,czerwone,wytrawne,pełne,Nero d'Avola,750 ml,16 st.C,3 dni ( dni robocze ),2021,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine Cellaro Solea Nero d'Avola Sicilia IGT 2021,https://www.wina.pl/czerwone/3265-cantine-cellaro-solea-nero-d-avola-sicilia-igt.html,"53,00 zł",Włochy,Sycylia,Sicilia IGT,,czerwone,wytrawne,pełne,Nero d'Avola,750 ml,16 st.C,3 dni ( dni robocze ),2021,,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Anniversario 62 Riserva Primitivo di Manduria DOP 2018,https://www.wina.pl/wina-czerwone-wytrawne/2091-cantine-san-marzano-anniversario-62-riserva-primitivo-di-manduria-dop.html,"162,90 zł",Włochy,Apulia,Primitivo di Manduria DOP,Cantine San Marzano,czerwone,wytrawne,średnie,Primitivo,750 ml,,24 h ( w dni robocze ),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cantine San Marzano Anniversario 62"" Riserva Primitivo di Manduria DOP MAGNUM 1,5l 2018",https://www.wina.pl/od-300-do-500-pln/2092-cantine-san-marzano-anniversario-62-riserva-primitivo-di-manduria-dop-magnum-15l.html,"378,00 zł",Włochy,,,Cantine San Marzano,czerwone,wytrawne,,Primitivo,"1,5 L",,3 dni ( dni robocze ),2018,,,,Mundus Vini Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Collezione Cinquanta Vino Rosso d'Italia NV,https://www.wina.pl/wina-czerwone-wytrawne/2094-cantine-san-marzano-collezione-cinquanta-vino-rosso-d-italia-nv.html,"148,00 zł",Włochy,,,Cantine San Marzano,czerwone,wytrawne,,Primitivo,,,3 dni ( dni robocze ),,,,,Mundus Vini Gold,,Negroamaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Edda Bianco Salento IGP 2021,https://www.wina.pl/wina-biale-wytrawne/2095-cantine-san-marzano-edda-bianco-salento-igp.html,"109,00 zł",Włochy,Apulia,Salento IGT,Cantine San Marzano,białe,wytrawne,średnie,"Chardonnay, Moscato",750 ml,,3 dni ( dni robocze ),2021,,13.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Il Pumo Negroamaro Salento IGP 2019,https://www.wina.pl/wina-czerwone-wytrawne/2640-cantine-san-marzano-il-pumo-negroamaro-salento-igp.html,"49,00 zł",Włochy,Apulia,Salento IGT,Cantine San Marzano,czerwone,wytrawne,średnie,Negroamaro,750 ml,,3 dni ( dni robocze ),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Il Pumo Primitivo Salento IGP 2021,https://www.wina.pl/wina-czerwone-wytrawne/2097-cantine-san-marzano-il-pumo-primitivo-salento-igp.html,"52,00 zł",Włochy,Apulia,Salento IGT,Cantine San Marzano,czerwone,wytrawne,średnie,Primitivo,750 ml,16-18 st.C,24 h ( w dni robocze ),2021,,,,Berliner Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Il Pumo Salice Salentino DOP 2021,https://www.wina.pl/wina-czerwone-polwytrawne/2641-cantine-san-marzano-il-pumo-salice-salentino-dop.html,"49,00 zł",Włochy,Apulia,Salice Salentino DOC,Cantine San Marzano,czerwone,półwytrawne,,Negroamaro,750 ml,,3 dni ( dni robocze ),2021,,,,,,Malvasia Nera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Il Pumo Sauvignon Malvasia Bianco Salento IGP 2021,https://www.wina.pl/wina-biale-wytrawne/2099-cantine-san-marzano-il-pumo-sauvignon-malvasia-bianco-salento-igp.html,"48,00 zł",Włochy,Apulia,Salento IGT,Cantine San Marzano,białe,wytrawne,,"Sauvignon, Malvasia",750 ml,,24 h ( w dni robocze ),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano NACA Primitivo Bio 2019,https://www.wina.pl/wina-czerwone-wytrawne/2862-cantine-san-marzano-naca-primitivo-bio.html,"52,00 zł",Włochy,Apulia,Puglia IGT,Cantine San Marzano,czerwone,wytrawne,średnie,Primitivo,750 ml,16-18 st.C,3 dni ( dni robocze ),2019,,13%,,,,,,,,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Sessantanni Limited Edition Primitivo Di Manduria DOP 2017,https://www.wina.pl/wina-czerwone-wytrawne/2100-cantine-san-marzano-sessantanni-limited-edition-primitivo-di-manduria-dop.html,"181,00 zł",Włochy,Apulia,Primitivo di Manduria DOP,Cantine San Marzano,czerwone,wytrawne,,Primitivo,750 ml,,3 dni ( dni robocze ),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Talo Negroamaro Salento IGP,https://www.wina.pl/wina/2101-cantine-san-marzano-talo-negroamaro-salento-igp.html,"68,00 zł",Włochy,,,,czerwone,wytrawne,,Negroamaro,,18 st.C,3 dni ( dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Talo Primitivo Di Manduria DOP 2021,https://www.wina.pl/wina-czerwone-wytrawne/2102-cantine-san-marzano-talo-primitivo-di-manduria-dop.html,"84,00 zł",Włochy,Apulia,Primitivo di Manduria DOP,Cantine San Marzano,czerwone,wytrawne,,Primitivo,750 ml,16 st.C,24 h ( w dni robocze ),2021,,,,Mundus Vini Gold,Bruxela Srebrny,,,,,,,,,,,,,,,,,,,,Sommelier Wine Award Silver,,,,,,,,,,,,
Cantine San Marzano Talo Primitivo Merlot Tarantino IGP 2019,https://www.wina.pl/wina-czerwone-wytrawne/2103-cantine-san-marzano-talo-primitivo-merlot-tarantino-igp.html,"68,00 zł",Włochy,Apulia,,Cantine San Marzano,czerwone,wytrawne,,Merlot,750 ml,,3 dni ( dni robocze ),2019,,,,,,Primitivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Talo Verdeca Puglia IGP 2018,https://www.wina.pl/wina-biale-wytrawne/2104-cantine-san-marzano-talo-verdeca-puglia-igp.html,"68,00 zł",Włochy,Apulia,Puglia IGT,Cantine San Marzano,białe,wytrawne,,Verdeca,750 ml,,3 dni ( dni robocze ),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantine San Marzano Vindoro Negroamaro Salento IGP 2019,https://www.wina.pl/wina-czerwone-wytrawne/2105-cantine-san-marzano-vindoro-negroamaro-salento-igp.html,"167,00 zł",Włochy,Apulia,Salento IGT,Cantine San Marzano,czerwone,wytrawne,,Negroamaro,750 ml,16 st.C,3 dni ( dni robocze ),2019,,,,Mundus Vini Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caparzo Cà del Pazzo Toscana IGT 2017,https://www.wina.pl/wina-czerwone-wytrawne/3862-caparzo-ca-del-pazzo-toscana-igt.html,"197,00 zł",Włochy,Toskania,Toscana IGT,,czerwone,wytrawne,pełne,Cabernet Sauvignon,750 ml,16 st.C,3 dni ( dni robocze ),2017,,13.5%,,,,Sangiovese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caparzo Chardonnay Toscana IGT 2021,https://www.wina.pl/wina-biale-wytrawne/3864-caparzo-chardonnay-toscana-igt.html,"49,00 zł",Włochy,Toskania,Toscana IGT,,białe,wytrawne,średnie,Chardonnay,750 ml,10-12 st.C,3 dni ( dni robocze ),2021,,13.5%,,,,Trebbiano Toscano,Vermentino,Muscat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caparzo Rosso di Montalcino DOC 2020,https://www.wina.pl/wina-czerwone-wytrawne/3861-caparzo-rosso-di-montalcino-doc.html,"128,00 zł",Włochy,Toskania,Rosso di Montalcino DOC,,czerwone,wytrawne,pełne,Sangiovese,750 ml,16 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,,,,,,,,,,,,,,,falstaff 91,,,,91 pkt,,,,,,,,,,,,,
Caparzo Sangiovese Toscana IGT 2020,https://www.wina.pl/wina-czerwone-wytrawne/3863-caparzo-sangiovese-toscana-igt.html,"52,00 zł",Włochy,Toskania,Toscana IGT,,czerwone,wytrawne,średnie,Merlot,750 ml,16 st.C,3 dni ( dni robocze ),2020,,13.5%,,,,Petit Verdot,Sangiovese,Alicante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Jung Blanc de Blancs Chardonnay (bezalkoholowe),https://www.wina.pl/bezalkoholowe/2119-carl-jung-blanc-de-blancs-chardonnay-bezalkoholowe.html,"43,00 zł",Niemcy,,,Carl Jung,musujące,półsłodkie,,Chardonnay,750 ml,,3 dni ( dni robocze ),,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Jung Cabernet Sauvignon,https://www.wina.pl/bezalkoholowe/2120-carl-jung-cabernet-sauvignon.html,"36,00 zł",Niemcy,,,Carl Jung,czerwone,,,Cabernet Sauvignon,,,3 dni ( dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Jung Chardonnay (bezalkoholowe),https://www.wina.pl/bezalkoholowe/2121-carl-jung-chardonnay-bezalkoholowe.html,"38,00 zł",Niemcy,,,Carl Jung,białe,półwytrawne,lekkie,Chardonnay,735 ml,,3 dni ( dni robocze ),,,,,,,,,,tak – uprawa ograniczna/naturalna,,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Carl Jung Riesling Feinherb (bezalkoholowe),https://www.wina.pl/bezalkoholowe/1940-carl-jung-riesling-feinherb-bezalkoholowe.html,"40,00 zł",Niemcy,Rheinhessen,,Carl Jung,białe,półwytrawne,lekkie,Riesling,750 ml,12 st.C,24 h ( w dni robocze ),,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Jung Rosé (bezalkoholowe),https://www.wina.pl/bezalkoholowe/2125-carl-jung-rose-bezalkoholowe.html,"33,00 zł",Niemcy,,,Carl Jung,różowe,,,Grenache,,,3 dni ( dni robocze ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Reynolds Branco 2019,https://www.wina.pl/wina-biale-wytrawne/2434-carlos-reynolds-branco.html,"78,00 zł",Portugalia,Alentejo,,Reynolds Wine Growers,białe,wytrawne,,Arinto,750 ml,12 st.C,3 dni ( dni robocze ),2019,,,,,,,,,,,,,,,,Robert Parker 90,,,,,,,,,,,,,,,,,,,,,
Carlos Reynolds Tinto 2020,https://www.wina.pl/wina-czerwone-wytrawne/2435-carlos-reynolds-tinto.html,"82,00 zł",Portugalia,Alentejo,,Reynolds Wine Growers,czerwone,wytrawne,średnie,Trincadeira,750 ml,16 st.C,3 dni ( dni robocze ),2020,,,,,,Alicante Bouschet,Syrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmenere Gran Reserva Vina Falernia 2020,https://www.wina.pl/wina/1515-carmenere-gran-reserva-vina-falernia.html,"79,00 zł",Chile,Elqui Valley,,Falernia,czerwone,półwytrawne,pełne,Carmenere,750 ml,18 st.C,24 h ( w dni robocze ),2020,,15%,,Decanter Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmenere Insigne Carmen 2018,https://www.wina.pl/wina-czerwone-wytrawne/2987-carmenere-insigne-carmen.html,"52,00 zł",Chile,Rapel Valley,,Carmen,czerwone,wytrawne,średnie,Carmenere,750 ml,16 st.C,3 dni ( dni robocze ),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmenere Premier 1850 Reserva Carmen 2017,https://www.wina.pl/wina-czerwone-wytrawne/2988-carmenere-premier-1850-reserva-carmen.html,"79,00 zł",Chile,Rapel Valley,,Carmen,czerwone,wytrawne,pełne,Carmenere,750 ml,16 st.C,3 dni ( dni robocze ),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmenere Syrah Gran Reserva Vina Falernia 2018,https://www.wina.pl/wina-czerwone-polwytrawne/1343-carmenere-syrah-reserva-vina-falernia.html,"79,00 zł",Chile,Elqui Valley,,Falernia,czerwone,półwytrawne,średnie,Carmenere,750 ml,18 st.C,24 h ( w dni robocze ),2018,,14.5%,,Decanter Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carminucci Grotte sul Mare Falerio DOC 2021,https://www.wina.pl/wina-biale-wytrawne/3933-carminucci-grotte-sul-mare-falerio-doc.html,"74,00 zł",Włochy,Marchia,Falerio DOC,,białe,wytrawne,lekkie,Passerina,750 ml,10 st.C,24 h ( w dni robocze ),2021,,12%,,,,Pecorino,Trebbiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carminucci Grotte sul Mare Rosso Piceno DOC 2021,https://www.wina.pl/wina-czerwone-wytrawne/3934-carminucci-grotte-sul-mare-rosso-piceno-doc.html,"75,00 zł",Włochy,Marchia,Rosso Piceno DOC,,czerwone,wytrawne,średnie,Sangiovese,750 ml,16 st.C,24 h ( w dni robocze ),2021,,13%,,,,Montepulciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carminucci Viabore Rosso Piceno DOC 2020,https://www.wina.pl/wina-czerwone-wytrawne/3935-carminucci-viabore-rosso-piceno-doc.html,"55,00 zł",Włochy,Marchia,Rosso Piceno DOC,,czerwone,wytrawne,średnie,Sangiovese,750 ml,16 st.C,24 h ( w dni robocze ),2020,,13%,,,,Montepulciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carussin Asinoi Babera d'Asti DOCG 2019,https://www.wina.pl/naturalne/3378-carussin-asinoi-babera-d-asti-docg.html,"134,00 zł",Włochy,Piemont,Barbera D Asti DOC,,czerwone,wytrawne,średnie,Barbera,750 ml,13 st.C,3 dni ( dni robocze ),2019,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Carussin Carica l’Asino Vino Bianco VdT 2022,https://www.wina.pl/naturalne/3380-carussin-carica-lasino-vino-bianco-vdt.html,"118,00 zł",Włochy,Piemont,,,białe,wytrawne,średnie,Sauvignon Blanc,750 ml,10-12 st.C,3 dni ( dni robocze ),2022,,12%,,,,Carica l’Asino,Cortese,Favorita,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Carussin Lia Ví Babera d'Asti DOCG 2019,https://www.wina.pl/naturalne/3379-carussin-lia-vi-babera-d-asti-docg.html,"124,00 zł",Włochy,Piemont,Barbera D Asti DOC,,czerwone,wytrawne,średnie,Barbera,750 ml,13 st.C,3 dni ( dni robocze ),2019,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,,,,,,,,,,,,,,,,,,,,,,
Casa Balaguer El Carro de la Mata Alicante DO 2021,https://www.wina.pl/naturalne/3468-casa-balaguer-el-carro-de-la-mata-alicante-do.html,"176,00 zł",Hiszpania,Walencja,Alicante DO,,pomarańczowe,wytrawne,pełne,Moscatel,750 ml,8-10 st.C,3 dni ( dni robocze ),2021,,13.5%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,Robert Parker 91,,,,,,,,,,,,,,,,,,,,,
Casa Balaguer La Rambla del Peligrés Alicante DO 2019,https://www.wina.pl/naturalne/3467-casa-balaguer-la-rambla-del-peligres-alicante-do.html,"96,00 zł",Hiszpania,Walencja,Alicante DO,,czerwone,wytrawne,średnie,Garnacha,750 ml,16 st.C,3 dni ( dni robocze ),2019,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,Robert Parker 91,,,,,,,,,,,,,,,,,,,,,
Casa Balaguer Tragolargo tinto Alicante DO 2020,https://www.wina.pl/naturalne/3463-casa-balaguer-tragolargo-tinto-alicante-do.html,"69,00 zł",Hiszpania,Walencja,Alicante DO,,czerwone,wytrawne,średnie,Monastrell,750 ml,16 st.C,3 dni ( dni robocze ),2020,,13%,,,,,,,tak – uprawa ograniczna/naturalna,naturalne,,,,,tak,Robert Parker 91,,,,,,,,,,,,,,,,,,,,,
Casa Coste Piane Gleris Colli Trevignani IGT,https://www.wina.pl/naturalne/3914-casa-coste-piane-gleris-colli-trevignani-igt.html,"95,00 zł",Włochy,Veneto,Colli Trevigiani IGT,,białe,wytrawne,,Prosecco,750 ml,8-10 st.C,3 dni ( dni robocze ),,,11.5%,,,,Riesling,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Coste Piane Il Bianco Magnum Prosecco DOC,https://www.wina.pl/wina-musujace/3913-casa-coste-piane-il-bianco-magnum-prosecco-doc.html,"269,00 zł",Włochy,Veneto,Prosecco DOC,,białe,wytrawne,,Prosecco,"1,5 L",8-10 st.C,3 dni ( dni robocze ),,,11%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,musujące,,,,,,,,,,,,,,,,,,,
Casa Coste Piane Prosecco Brichet Colli Trevigiani IGT,https://www.wina.pl/wina-musujace/3912-casa-coste-piane-prosecco-brichet-colli-trevigiani-igt.html,"139,00 zł",Włochy,Veneto,Colli Trevigiani IGT,,białe,wytrawne,,Prosecco,750 ml,8-10 st.C,3 dni ( dni robocze ),,,11%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,musujące,,,,,,,,,,,,,,,,,,,
Casa Coste Piane Prosecco Valdobiaddene DOCG,https://www.wina.pl/wina-musujace/3910-casa-coste-piane-prosecco-valdobiaddene-docg.html,"134,00 zł",Włochy,Veneto,Prosecco Valdobiaddene DOCG,,białe,wytrawne,,Prosecco,750 ml,8-10 st.C,3 dni ( dni robocze ),,,11%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,musujące,,,,,,,,,,,,,,,,,,,
Casa de la Ermita Crianza Jumilla DOP 2019,https://www.wina.pl/organiczne/3678-casa-de-la-ermita-crianza-jumilla-dop.html,"69,00 zł",Hiszpania,Murcja,Jumilla DOP,,czerwone,wytrawne,pełne,Monastrell,750 ml,16-18 st.C,3 dni ( dni robocze ),2019,,14%,,,,Cabernet Sauvignon,Syrah,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa de la Ermita Idillico Jumilla DOP 2018,https://www.wina.pl/organiczne/3679-casa-de-la-ermita-idillico-jumilla-dop.html,"89,00 zł",Hiszpania,Murcja,Jumilla DOP,,czerwone,wytrawne,pełne,Petit Verdot,750 ml,16-18 st.C,3 dni ( dni robocze ),2018,,14.5%,,,,Monastrell,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa de la Ermita Lunático Blanco Jumilla DOP 2019,https://www.wina.pl/organiczne/3681-casa-de-la-ermita-lunatico-blanco-jumilla-dop.html,"74,00 zł",Hiszpania,Murcja,Jumilla DOP,,białe,wytrawne,średnie,Viognier,750 ml,10-12 st.C,3 dni ( dni robocze ),2019,,12.5%,,,,,,,tak – uprawa ograniczna/naturalna,organiczne,,,,,,,,,,,,,,,,,,,,,,,,,,,
